source_id,type_of_water_source,number_of_people_served
AkRu05113224,well,186
AkRu05114224,shared_tap,2454
AkRu05115224,tap_in_home,446
AkRu05116224,well,252
AkRu05117224,well,166
AkRu05118224,well,334
AkRu05119224,well,268
AkRu05120224,well,336
AkRu05121224,well,350
AkRu05122224,well,252
AkRu05123224,well,372
AkRu05124224,well,356
AkRu05125224,well,268
AkRu05126224,well,346
AkRu05127224,shared_tap,998
AkRu05128224,shared_tap,3598
AkRu05129224,well,240
AkRu05130224,tap_in_home_broken,560
AkRu05131224,shared_tap,3052
AkRu05132224,well,224
AkRu05133224,shared_tap,232
AkRu05134224,tap_in_home,340
AkRu05135224,well,376
AkRu05136224,well,288
AkRu05137224,tap_in_home,394
AkRu05138224,tap_in_home,958
AkRu05139224,well,288
AkRu05140224,shared_tap,3248
AkRu05141224,well,238
AkRu05142224,well,312
AkRu05143224,well,384
AkRu05144224,well,290
AkRu05145224,well,314
AkRu05146224,shared_tap,646
AkRu05147224,well,184
AkRu05148224,well,218
AkRu05149224,well,344
AkRu05150224,shared_tap,1840
AkRu05151224,well,198
AkRu05152224,shared_tap,402
AkRu05153224,well,226
AkRu05154224,well,162
AkRu05155224,well,218
AkRu05156224,tap_in_home_broken,862
AkRu05157224,shared_tap,874
AkRu05158224,well,302
AkRu05159224,shared_tap,1108
AkRu05160224,well,182
AkRu05161224,well,164
AkRu05162224,well,316
AkRu05163224,well,192
AkRu05164224,well,396
AkRu05165224,well,256
AkRu05166224,well,160
AkRu05167224,well,182
AkRu05168224,well,210
AkRu05169224,tap_in_home,398
AkRu05170224,well,184
AkRu05171224,shared_tap,3656
AkRu05172224,shared_tap,1778
AkRu05173224,well,264
AkRu05174224,well,258
AkRu05175224,well,266
AkRu05176224,well,168
AkRu05177224,shared_tap,312
AkRu05178224,well,340
AkRu05179224,well,206
AkRu05180224,well,312
AkRu05181224,well,328
AkRu05182224,river,936
AkRu05183224,shared_tap,2240
AkRu05184224,river,424
AkRu05185224,tap_in_home_broken,840
AkRu05186224,well,168
AkRu05187224,well,356
AkRu05188224,well,298
AkRu05189224,well,292
AkRu05190224,well,202
AkRu05191224,river,580
AkRu05192224,well,164
AkRu05193224,tap_in_home_broken,532
AkRu05194224,tap_in_home_broken,814
AkRu05195224,well,246
AkRu05196224,shared_tap,642
AkRu05197224,river,750
AkRu05198224,shared_tap,1830
AkRu05199224,well,234
AkRu05200224,well,330
AkRu05201224,well,398
AkRu05202224,well,336
AkRu05203224,shared_tap,2692
AkRu05204224,shared_tap,1140
AkRu05205224,well,308
AkRu05206224,well,174
AkRu05207224,shared_tap,3202
AkRu05208224,shared_tap,3962
AkRu05209224,well,236
AkRu05210224,well,200
AkRu05211224,shared_tap,284
AkRu05212224,tap_in_home_broken,684
AkRu05213224,well,210
AkRu05214224,tap_in_home_broken,678
AkRu05215224,well,358
AkRu05216224,well,302
AkRu05217224,shared_tap,2456
AkRu05218224,well,300
AkRu05219224,well,308
AkRu05220224,tap_in_home,436
AkRu05221224,well,246
AkRu05222224,shared_tap,2580
AkRu05223224,well,274
AkRu05224224,well,262
AkRu05225224,shared_tap,3236
AkRu05226224,river,876
AkRu05227224,tap_in_home,558
AkRu05228224,well,216
AkRu05229224,well,358
AkRu05230224,shared_tap,238
AkRu05231224,well,222
AkRu05232224,well,398
AkRu05233224,well,330
AkRu05234224,tap_in_home_broken,496
AkRu05235224,well,388
AkRu05236224,well,232
AkRu05237224,well,370
AkRu05238224,well,206
AkRu05239224,well,214
AkRu05240224,well,204
AkRu05241224,shared_tap,3374
AkRu05242224,well,280
AkRu05243224,tap_in_home_broken,660
AkRu05244224,tap_in_home,888
AkRu05245224,well,162
AkRu05246224,tap_in_home,354
AkRu05247224,well,376
AkRu05248224,well,312
AkRu05249224,well,304
AkRu05250224,tap_in_home,508
AkRu05251224,tap_in_home,610
AkRu05252224,well,330
AkRu05253224,well,320
AkRu05254224,well,274
AkRu05255224,well,318
AkRu05256224,shared_tap,1018
AkRu05257224,well,342
AkRu05258224,tap_in_home_broken,650
AkRu05259224,tap_in_home,374
AkRu05260224,well,298
AkRu05261224,well,386
AkRu05262224,well,384
AkRu05263224,well,298
AkRu05264224,tap_in_home,448
AkRu05265224,shared_tap,3584
AkRu05266224,shared_tap,1314
AkRu05267224,well,240
AkRu05268224,well,350
AkRu05269224,tap_in_home_broken,640
AkRu05270224,well,214
AkRu05271224,tap_in_home,894
AkRu05272224,well,230
AkRu05273224,well,186
AkRu05274224,shared_tap,3130
AkRu05275224,well,262
AkRu05276224,well,366
AkRu05277224,river,796
AkRu05278224,river,848
AkRu05279224,shared_tap,794
AkRu05280224,well,288
AkRu05281224,tap_in_home,496
AkRu05282224,well,290
AkRu05283224,well,398
AkRu05284224,well,320
AkRu05285224,well,240
AkRu05286224,well,294
AkRu05287224,well,348
AkRu05288224,shared_tap,3858
AkRu05289224,tap_in_home,894
AkRu05290224,well,336
AkRu05291224,well,214
AkRu05292224,well,358
AkRu05293224,well,232
AkRu05294224,well,348
AkRu05295224,well,292
AkRu05296224,shared_tap,3732
AkRu05297224,well,344
AkRu05298224,well,372
AkRu05299224,well,162
AkRu05300224,tap_in_home_broken,830
AkRu05301224,well,222
AkRu05302224,well,330
AkRu05303224,well,312
AkRu05304224,well,368
AkRu05305224,well,218
AkRu05306224,well,396
AkRu05307224,well,166
AkRu05308224,well,236
AkRu05309224,well,286
AkRu05310224,well,262
AkRu05311224,shared_tap,2838
AkRu05312224,tap_in_home_broken,500
AkRu05313224,tap_in_home,908
AkRu05314224,well,310
AkRu05315224,well,232
AkRu05316224,well,272
AkRu05317224,tap_in_home_broken,602
AkRu05318224,tap_in_home_broken,830
AkRu05319224,well,184
AkRu05320224,well,340
AkRu05321224,well,292
AkRu05322224,tap_in_home,604
AkRu05323224,shared_tap,1286
AkRu05324224,shared_tap,3572
AkRu05325224,well,364
AkRu05326224,shared_tap,2254
AkRu05327224,well,320
AkRu05328224,well,188
AkRu05329224,well,366
AkRu05330224,shared_tap,816
AkRu05331224,shared_tap,2176
AkRu05332224,well,340
AkRu05333224,tap_in_home,324
AkRu05334224,tap_in_home,760
AkRu05335224,well,380
AkRu05336224,tap_in_home_broken,488
AkRu05337224,river,988
AkRu05338224,well,328
AkRu05339224,shared_tap,1102
AkRu05340224,shared_tap,1802
AkRu05341224,well,208
AkRu05342224,well,216
AkRu05343224,shared_tap,256
AkRu05344224,tap_in_home,316
AkRu05345224,well,378
AkRu05346224,well,320
AkRu05347224,well,190
AkRu05348224,shared_tap,624
AkRu05349224,well,278
AkRu05350224,shared_tap,876
AkRu05351224,well,176
AkRu05352224,shared_tap,2058
AkRu05353224,tap_in_home,476
AkRu05354224,shared_tap,1128
AkRu05355224,shared_tap,3504
AkRu05356224,well,362
AkRu05357224,well,376
AkRu05358224,shared_tap,606
AkRu05359224,shared_tap,3264
AkRu05360224,shared_tap,2068
AkRu05361224,river,644
AkRu05362224,well,186
AkRu05363224,tap_in_home,776
AkRu05364224,well,244
AkRu05365224,well,162
AkRu05366224,well,240
AkRu05367224,well,196
AkRu05368224,well,316
AkRu05369224,well,178
AkRu05370224,shared_tap,690
AkRu05371224,well,236
AkRu05372224,well,192
AkRu05373224,shared_tap,2194
AkRu05374224,tap_in_home,988
AkRu05375224,well,346
AkRu05376224,tap_in_home,356
AkRu05377224,well,176
AkRu05378224,well,346
AkRu05379224,well,256
AkRu05380224,well,386
AkRu05381224,shared_tap,1890
AkRu05382224,shared_tap,1518
AkRu05383224,shared_tap,1274
AkRu05384224,shared_tap,3286
AkRu05385224,tap_in_home_broken,994
AkRu05386224,well,270
AkRu05387224,well,234
AkRu05388224,shared_tap,2124
AkRu05389224,river,916
AkRu05390224,tap_in_home,990
AkRu05391224,well,202
AkRu05392224,tap_in_home,468
AkRu05393224,well,252
AkRu05394224,well,278
AkRu05395224,well,258
AkRu05396224,well,344
AkRu05397224,well,202
AkRu05398224,well,358
AkRu05399224,well,312
AkRu05400224,well,388
AkRu05401224,well,308
AkRu05402224,shared_tap,2946
AkRu05403224,well,216
AkRu05404224,well,378
AkRu05405224,well,340
AkRu05406224,well,296
AkRu05407224,tap_in_home_broken,868
AkRu05408224,well,360
AkRu05409224,shared_tap,1022
AkRu05410224,shared_tap,932
AkRu05411224,river,678
AkRu05412224,well,292
AkRu05413224,tap_in_home,332
AkRu05414224,shared_tap,1190
AkRu05415224,shared_tap,928
AkRu05416224,well,224
AkRu05417224,tap_in_home_broken,576
AkRu05418224,shared_tap,1590
AkRu05419224,shared_tap,970
AkRu05420224,well,200
AkRu05421224,shared_tap,1728
AkRu05422224,tap_in_home_broken,348
AkRu05423224,well,320
AkRu05424224,well,334
AkRu05425224,well,342
AkRu05426224,well,166
AkRu05427224,well,366
AkRu05428224,well,288
AkRu05429224,well,192
AkRu05430224,well,276
AkRu05431224,well,350
AkRu05432224,shared_tap,588
AkRu05433224,well,220
AkRu05434224,well,236
AkRu05435224,well,396
AkRu05436224,well,230
AkRu05437224,shared_tap,932
AkRu05438224,tap_in_home,374
AkRu05439224,shared_tap,686
AkRu05440224,well,360
AkRu05441224,well,198
AkRu05442224,well,160
AkRu05443224,tap_in_home,620
AkRu05444224,well,196
AkRu05445224,well,256
AkRu05446224,river,482
AkRu05447224,well,200
AkRu05448224,shared_tap,430
AkRu05449224,river,438
AkRu05450224,well,184
AkRu05451224,tap_in_home_broken,414
AkRu05452224,tap_in_home,864
AkRu05453224,shared_tap,1894
AkRu05454224,well,266
AkRu05455224,shared_tap,2120
AkRu05456224,well,388
AkRu05457224,well,362
AkRu05458224,tap_in_home_broken,634
AkRu05459224,well,184
AkRu05460224,shared_tap,1840
AkRu05461224,well,254
AkRu05462224,tap_in_home,466
AkRu05463224,tap_in_home_broken,410
AkRu05464224,well,390
AkRu05465224,shared_tap,230
AkRu05466224,well,248
AkRu05467224,well,320
AkRu05468224,shared_tap,212
AkRu05469224,well,212
AkRu05470224,well,270
AkRu05471224,well,252
AkRu05472224,well,274
AkRu05473224,well,266
AkRu05474224,well,316
AkRu05475224,well,190
AkRu05476224,shared_tap,2198
AkRu05477224,river,492
AkRu05478224,river,556
AkRu05479224,well,338
AkRu05480224,well,298
AkRu05481224,well,260
AkRu05482224,well,228
AkRu05483224,tap_in_home,726
AkRu05484224,well,314
AkRu05485224,river,952
AkRu05486224,shared_tap,950
AkRu05487224,well,352
AkRu05488224,shared_tap,214
AkRu05489224,well,382
AkRu05490224,shared_tap,1558
AkRu05491224,shared_tap,2040
AkRu05492224,river,666
AkRu05493224,well,290
AkRu05494224,well,174
AkRu05495224,tap_in_home_broken,952
AkRu05496224,well,232
AkRu05497224,well,248
AkRu05498224,well,238
AkRu05499224,well,204
AkRu05500224,tap_in_home_broken,752
AkRu05501224,well,238
AkRu05502224,tap_in_home,538
AkRu05503224,tap_in_home,308
AkRu05504224,shared_tap,228
AkRu05505224,shared_tap,794
AkRu05506224,well,300
AkRu05507224,well,350
AkRu05508224,river,598
AkRu05509224,shared_tap,3390
AkRu05510224,well,232
AkRu05511224,shared_tap,840
AkRu05512224,tap_in_home,306
AkRu05513224,well,396
AkRu05514224,well,360
AkRu05515224,tap_in_home_broken,752
AkRu05516224,well,364
AkRu05517224,well,354
AkRu05518224,tap_in_home,354
AkRu05519224,well,240
AkRu05520224,tap_in_home,734
AkRu05521224,tap_in_home_broken,742
AkRu05522224,well,354
AkRu05523224,river,444
AkRu05524224,tap_in_home,654
AkRu05525224,well,282
AkRu05526224,tap_in_home_broken,984
AkRu05527224,well,282
AkRu05528224,tap_in_home,564
AkRu05529224,well,338
AkRu05530224,well,228
AkRu05531224,tap_in_home,766
AkRu05532224,shared_tap,2124
AkRu05533224,well,164
AkRu05534224,shared_tap,2146
AkRu05535224,well,266
AkRu05536224,river,404
AkRu05537224,well,328
AkRu05538224,tap_in_home,758
AkRu05539224,shared_tap,742
AkRu05540224,well,308
AkRu05541224,well,190
AkRu05542224,well,228
AkRu05543224,shared_tap,3184
AkRu05544224,well,260
AkRu05545224,well,330
AkRu05546224,river,846
AkRu05547224,tap_in_home,304
AkRu05548224,well,378
AkRu05549224,well,304
AkRu05550224,well,252
AkRu05551224,shared_tap,2748
AkRu05552224,well,342
AkRu05553224,well,388
AkRu05554224,well,336
AkRu05555224,tap_in_home,754
AkRu05556224,well,390
AkRu05557224,tap_in_home,326
AkRu05558224,well,174
AkRu05559224,shared_tap,1402
AkRu05560224,well,318
AkRu05561224,tap_in_home_broken,578
AkRu05562224,well,232
AkRu05563224,shared_tap,268
AkRu05564224,well,314
AkRu05565224,river,748
AkRu05566224,tap_in_home,666
AkRu05567224,well,366
AkRu05568224,well,370
AkRu05569224,tap_in_home_broken,694
AkRu05570224,tap_in_home,440
AkRu05571224,shared_tap,752
AkRu05572224,shared_tap,1170
AkRu05573224,well,170
AkRu05574224,well,278
AkRu05575224,well,250
AkRu05576224,well,260
AkRu05577224,well,296
AkRu05578224,well,392
AkRu05579224,tap_in_home,366
AkRu05580224,tap_in_home,562
AkRu05581224,well,386
AkRu05582224,well,358
AkRu05583224,well,238
AkRu05584224,well,334
AkRu05585224,tap_in_home,956
AkRu05586224,well,342
AkRu05587224,well,320
AkRu05588224,well,322
AkRu05589224,well,208
AkRu05590224,well,310
AkRu05591224,well,354
AkRu05592224,shared_tap,242
AkRu05593224,well,320
AkRu05594224,tap_in_home,446
AkRu05595224,well,250
AkRu05596224,well,340
AkRu05597224,well,270
AkRu05598224,well,184
AkRu05599224,tap_in_home_broken,478
AkRu05600224,well,170
AkRu05601224,well,228
AkRu05602224,shared_tap,840
AkRu05603224,shared_tap,3998
AkRu05604224,well,392
AkRu05605224,well,192
AkRu05606224,well,172
AkRu05607224,tap_in_home,586
AkRu05608224,well,194
AkRu05609224,well,240
AkRu05610224,shared_tap,2906
AkRu05611224,well,180
AkRu05612224,well,204
AkRu05613224,well,296
AkRu05614224,well,298
AkRu05615224,well,384
AkRu05616224,well,366
AkRu05617224,shared_tap,2044
AkRu05618224,well,272
AkRu05619224,well,294
AkRu05620224,shared_tap,2390
AkRu05621224,well,334
AkRu05622224,well,288
AkRu05623224,well,192
AkRu05624224,tap_in_home,354
AkRu05625224,well,318
AkRu05626224,shared_tap,3270
AkRu05627224,shared_tap,418
AkRu05628224,well,294
AkRu05629224,tap_in_home,308
AkRu05630224,shared_tap,1786
AkRu05631224,shared_tap,1218
AkRu05632224,well,226
AkRu05633224,shared_tap,1194
AkRu05634224,tap_in_home_broken,412
AkRu05635224,shared_tap,3072
AkRu05636224,well,234
AkRu05637224,shared_tap,670
AkRu05638224,well,232
AkRu05639224,shared_tap,3918
AkRu05640224,well,338
AkRu05641224,well,184
AkRu05642224,well,218
AkRu05643224,well,180
AkRu05644224,river,594
AkRu05645224,shared_tap,2830
AkRu05646224,shared_tap,2632
AkRu05647224,river,536
AkRu05648224,well,348
AkRu05649224,shared_tap,3836
AkRu05650224,well,386
AkRu05651224,well,344
AkRu05652224,river,848
AkRu05653224,well,196
AkRu05654224,shared_tap,2690
AkRu05655224,shared_tap,2772
AkRu05656224,well,224
AkRu05657224,tap_in_home,790
AkRu05658224,well,302
AkRu05659224,well,170
AkRu05660224,well,314
AkRu05661224,well,334
AkRu05662224,well,392
AkRu05663224,shared_tap,2814
AkRu05664224,shared_tap,472
AkRu05665224,well,278
AkRu05666224,well,396
AkRu05667224,river,758
AkRu05668224,well,198
AkRu05669224,well,268
AkRu05670224,well,360
AkRu05671224,well,180
AkRu05672224,shared_tap,3614
AkRu05673224,well,230
AkRu05674224,river,826
AkRu05675224,well,236
AkRu05676224,well,236
AkRu05677224,shared_tap,3532
AkRu05678224,tap_in_home_broken,488
AkRu05679224,well,300
AkRu05680224,shared_tap,822
AkRu05681224,well,160
AkRu05682224,well,220
AkRu05683224,well,270
AkRu05684224,shared_tap,1872
AkRu05685224,tap_in_home,618
AkRu05686224,shared_tap,1652
AkRu05687224,river,536
AkRu05688224,well,230
AkRu05689224,well,296
AkRu05690224,shared_tap,2942
AkRu05691224,well,330
AkRu05692224,river,768
AkRu05693224,well,358
AkRu05694224,shared_tap,1142
AkRu05695224,well,224
AkRu05696224,river,492
AkRu05697224,river,446
AkRu05698224,shared_tap,2956
AkRu05699224,shared_tap,764
AkRu05700224,tap_in_home,512
AkRu05701224,well,358
AkRu05702224,shared_tap,3808
AkRu05703224,tap_in_home,326
AkRu05704224,shared_tap,3398
AkRu05705224,well,192
AkRu05706224,well,188
AkRu05707224,tap_in_home,750
AkRu05708224,shared_tap,1498
AkRu05709224,tap_in_home,820
AkRu05710224,tap_in_home,500
AkRu05711224,well,360
AkRu05712224,well,202
AkRu05713224,shared_tap,700
AkRu05714224,tap_in_home_broken,788
AkRu05715224,well,260
AkRu05716224,well,296
AkRu05717224,shared_tap,664
AkRu05718224,well,212
AkRu05719224,tap_in_home,764
AkRu05720224,well,258
AkRu05721224,well,398
AkRu05722224,shared_tap,1782
AkRu05723224,well,388
AkRu05724224,well,386
AkRu05725224,river,492
AkRu05726224,shared_tap,338
AkRu05727224,tap_in_home,818
AkRu05728224,well,172
AkRu05729224,shared_tap,2480
AkRu05730224,shared_tap,3804
AkRu05731224,shared_tap,1694
AkRu05732224,well,382
AkRu05733224,tap_in_home_broken,378
AkRu05734224,tap_in_home_broken,828
AkRu05735224,well,234
AkRu05736224,well,220
AkRu05737224,well,212
AkRu05738224,well,366
AkRu05739224,well,300
AkRu05740224,well,312
AkRu05741224,well,192
AkRu05742224,tap_in_home_broken,802
AkRu05743224,tap_in_home_broken,952
AkRu05744224,well,356
AkRu05745224,well,318
AkRu05746224,tap_in_home,850
AkRu05747224,shared_tap,2570
AkRu05748224,river,454
AkRu05749224,shared_tap,1066
AkRu05750224,tap_in_home_broken,744
AkRu05751224,well,368
AkRu05752224,shared_tap,3562
AkRu05753224,well,288
AkRu05754224,tap_in_home,716
AkRu05755224,well,308
AkRu05756224,well,338
AkRu05757224,well,284
AkRu05758224,tap_in_home,824
AkRu05759224,well,276
AkRu05760224,tap_in_home_broken,804
AkRu05761224,well,194
AkRu05762224,tap_in_home,372
AkRu05763224,well,312
AkRu05764224,well,226
AkRu05765224,well,196
AkRu05766224,tap_in_home,654
AkRu05767224,well,328
AkRu05768224,well,314
AkRu05769224,well,332
AkRu05770224,well,370
AkRu05771224,well,244
AkRu05772224,well,292
AkRu05773224,shared_tap,2974
AkRu05774224,well,332
AkRu05775224,well,358
AkRu05776224,well,194
AkRu05777224,shared_tap,3526
AkRu05778224,well,250
AkRu05779224,well,308
AkRu05780224,well,194
AkRu05781224,well,312
AkRu05782224,tap_in_home_broken,762
AkRu05783224,well,196
AkRu05784224,shared_tap,3622
AkRu05785224,well,382
AkRu05786224,well,312
AkRu05787224,well,292
AkRu05788224,well,258
AkRu05789224,tap_in_home,574
AkRu05790224,shared_tap,3008
AkRu05791224,well,214
AkRu05792224,river,422
AkRu05793224,well,164
AkRu05794224,tap_in_home_broken,664
AkRu05795224,well,256
AkRu05796224,well,180
AkRu05797224,well,300
AkRu05798224,well,340
AkRu05799224,well,396
AkRu05800224,well,314
AkRu05801224,shared_tap,1808
AkRu05802224,well,304
AkRu05803224,well,266
AkRu05804224,well,324
AkRu05805224,well,250
AkRu05806224,well,326
AkRu05807224,shared_tap,2272
AkRu05808224,tap_in_home,678
AkRu05809224,well,342
AkRu05810224,shared_tap,212
AkRu05811224,well,392
AkRu05812224,tap_in_home,816
AkRu05813224,tap_in_home_broken,930
AkRu05814224,river,804
AkRu05815224,well,288
AkRu05816224,tap_in_home,920
AkRu05817224,well,296
AkRu05818224,well,248
AkRu05819224,well,302
AkRu05820224,shared_tap,676
AkRu05821224,well,224
AkRu05822224,well,294
AkRu05823224,well,178
AkRu05824224,tap_in_home_broken,754
AkRu05825224,well,208
AkRu05826224,shared_tap,1874
AkRu05827224,well,200
AkRu05828224,shared_tap,392
AkRu05829224,shared_tap,1064
AkRu05830224,well,174
AkRu05831224,river,502
AkRu05832224,shared_tap,3166
AkRu05833224,shared_tap,1484
AkRu05834224,well,212
AkRu05835224,well,258
AkRu05836224,well,286
AkRu05837224,well,294
AkRu05838224,well,354
AkRu05839224,shared_tap,3600
AkRu05840224,well,258
AkRu05841224,well,184
AkRu05842224,shared_tap,3984
AkRu05843224,well,282
AkRu05844224,well,220
AkRu05845224,tap_in_home,920
AkRu05846224,well,376
AkRu05847224,tap_in_home,666
AkRu05848224,well,360
AkRu05849224,well,338
AkRu05850224,shared_tap,1326
AkRu05851224,river,518
AkRu05852224,well,354
AkRu05853224,well,322
AkRu05854224,well,258
AkRu05855224,well,288
AkRu05856224,well,326
AkRu05857224,well,176
AkRu05858224,well,284
AkRu05859224,well,302
AkRu05860224,shared_tap,1236
AkRu05861224,well,384
AkRu05862224,tap_in_home,308
AkRu05863224,well,356
AkRu05864224,well,172
AkRu05865224,tap_in_home,806
AkRu05866224,well,390
AkRu05867224,well,298
AkRu05868224,tap_in_home,818
AkRu05869224,well,316
AkRu05870224,tap_in_home,576
AkRu05871224,tap_in_home_broken,640
AkRu05872224,river,578
AkRu05873224,well,274
AkRu05874224,well,270
AkRu05875224,well,302
AkRu05876224,well,214
AkRu05877224,shared_tap,1054
AkRu05878224,well,268
AkRu05879224,well,278
AkRu05880224,shared_tap,398
AkRu05881224,well,306
AkRu05882224,tap_in_home,834
AkRu05883224,well,342
AkRu05884224,shared_tap,1606
AkRu05885224,shared_tap,2974
AkRu05886224,tap_in_home_broken,594
AkRu05887224,well,230
AkRu05888224,well,392
AkRu05889224,tap_in_home,828
AkRu05890224,well,370
AkRu05891224,shared_tap,2324
AkRu05892224,tap_in_home,412
AkRu05893224,river,750
AkRu05894224,tap_in_home,700
AkRu05895224,well,284
AkRu05896224,shared_tap,3468
AkRu05897224,well,368
AkRu05898224,shared_tap,1114
AkRu05899224,shared_tap,1778
AkRu05900224,well,194
AkRu05901224,well,244
AkRu05902224,shared_tap,2840
AkRu05903224,tap_in_home,628
AkRu05904224,well,314
AkRu05905224,well,234
AkRu05906224,well,396
AkRu05907224,shared_tap,984
AkRu05908224,well,316
AkRu05909224,well,180
AkRu05910224,river,830
AkRu05911224,shared_tap,1694
AkRu05912224,well,262
AkRu05913224,well,396
AkRu05914224,well,344
